"Manufacturer","Model_Name","Category","Screen_Size","Screen","CPU","RAM","Storage","GPU","Operating_System","Operating_System_Version","Weight","Price_in_Euros","CPU_Mark","G3D_Mark"
"HP","Omen 17-an012dx","Gaming","17.3""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","12GB","1TB HDD","AMD Radeon RX 580","Windows","10","3.74kg","1749,00","6954","8893"
"MSI","GE72MVR 7RG","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows","10","2.9kg","2415,00","6954","10465"
"Samsung","Notebook 9","Ultrabook","13.3""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","0.81kg","1499,00","3412","944"
"Dell","Vostro 5568","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce GT 940MX","Windows","10","1.98kg","961,00","3650","1510"
"Dell","Vostro 3568","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","AMD Radeon R5 M420","Windows","10","2.18kg","789,81","3412","463"
"Lenovo","Thinkpad T470s","Ultrabook","14.0""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.32kg","1859,00","3650","944"
"Razer","Blade Stealth","Ultrabook","12.5""","IPS Panel 4K Ultra HD / Touchscreen 3840","Intel Core i7 7500U 2.5GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.29kg","1799,00","3650","944"
"HP","Chromebook 11","Netbook","11.6""","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS",,"1.23kg","385,00","660","452"
"Dell","Alienware 17","Gaming","17.3""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows","10","4.36kg","2505,02","6954","8161"
"Dell","Latitude 3480","Notebook","14.0""","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows","10","1.76kg","755,00","3024","863"
"Lenovo","V110-15ISK (i3-6006U/4GB/500GB/W10)","Notebook","15.6""","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows","10","2.1kg","489,90","2273","863"
"Toshiba","Tecra X40-D-10Z","Ultrabook","14.0""","1366x768","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows","10","1.25kg","1090,00","3412","944"
"Lenovo","Thinkpad X1","Ultrabook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.13kg","2499,00","3650","944"
"MSI","GL62M 7RD","Gaming","15.6""","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","256GB SSD","Nvidia GeForce GTX 1050","Windows","10","2.4kg","1199,00","5118","5103"
"Lenovo","ThinkPad X1","Ultrabook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB Flash Storage","Intel HD Graphics 620","Windows","10","1.13kg","1875,00","3412","944"
"Toshiba","Satellite Pro","Notebook","14.0""","1366x768","Intel Pentium Dual Core 4405U 2.1GHz","4GB","128GB SSD","Intel HD Graphics 510","Windows","10","1.75kg","499,00","2067","619"
"Asus","ZenBook Flip","2 in 1 Convertible","13.3""","Touchscreen / Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.1kg","1358,00","3412","944"
"Dell","Latitude 3480","Notebook","14.0""","1366x768","Intel Core i3 6006U 2GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows","10","1.76kg","585,00","2273","863"
"Acer","Chromebook 11","Netbook","11.6""","IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Chrome OS",,"1.35kg","355,00","660","452"
"Acer","Swift 3","Notebook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows","10","1.5kg","619,00","2710","944"
"Razer","Blade Pro","Gaming","17.3""","4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7820HK 2.9GHz","32GB","512GB SSD","Nvidia GeForce GTX 1080","Windows","10","3.49kg","5499,00","7714","11366"
"Lenovo","Thinkpad X1","Ultrabook","14.0""","IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz","16GB","512GB SSD","Intel HD Graphics 520","Windows","10","1.1kg","2099,00","3507","863"
"Asus","VivoBook Max","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Nvidia GeForce 920","Linux",,"2.1kg","519,00","3412","723"
"Lenovo","Thinkpad T460","Notebook","14.0""","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows","10","1.7kg","1186,00","3024","863"
"Lenovo","ThinkPad T470s","Notebook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.32kg","1650,00","3735","944"
"Dell","Alienware 15","Gaming","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows","10","3.21kg","2774,63","6954","10465"
"Asus","Rog GL702VS-BA023T","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows","10","2.9kg","2419,00","6954","10465"
"Toshiba","Satellite Pro","Notebook","15.6""","1366x768","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows","10","2.0kg","669,00","2710","944"
"Lenovo","N42-20 Chromebook","Notebook","14.0""","1366x768","Intel Celeron Quad Core N3160 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS",,"1.5kg","325,00","1132","452"
"Asus","R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W1","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB HDD","Intel HD Graphics 620","Windows","10","2.3kg","590,00","3412","944"
"Asus","Rog GL702VM-GC017T","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows","10","2.73kg","1799,00","6550","8161"
"Dell","Alienware 17","Gaming","17.3""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","32GB","512GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows","10","4.42kg","3072,89","6954","10465"
"HP","ProBook 470","Notebook","17.3""","1600x900","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Nvidia GeForce 930MX","Windows","10","2.63kg","910,00","3412","1309"
"Dell","Vostro 3568","Notebook","15.6""","1366x768","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows","10","2.18kg","713,99","3412","944"
"HP","EliteBook 840","Ultrabook","14.0""","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 520","Windows","7","1.54kg","1870,00","3276","863"
"Dell","Vostro 3568","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","4GB","256GB SSD","AMD Radeon R5 M420","Windows","10","2.18kg","739,00","3650","463"
"HP","Chromebook X360","2 in 1 Convertible","11.6""","Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Chrome OS",,"1.4kg","615,00","1131","297"
"Asus","ZenBook UX310UQ-GL026T","Ultrabook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","512GB SSD","Nvidia GeForce 940M","Windows","10","1.45kg","1026,00","3024","1102"
"HP","EliteBook x360","2 in 1 Convertible","13.3""","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.28kg","2277,00","3412","944"
"HP","EliteBook 840","Ultrabook","14.0""","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 520","Windows","10","1.54kg","1468,00","3276","863"
"HP","250 G6","Notebook","15.6""","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","128GB SSD","Intel HD Graphics 400","No OS",,"1.86kg","299,00","660","452"
"Asus","Rog GL502VM-DS74","Gaming","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows","10","2.1kg","1899,00","6954","8161"
"Dell","Inspiron 5767","Notebook","17.3""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD Radeon R7 M445","Linux",,"2.83kg","865,00","3650","911"
"Lenovo","ThinkPad T470p","Ultrabook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD","Nvidia GeForce GT 940MX","Windows","10","1.96kg","1903,00","6954","1510"
"Asus","K556UR-DM621T (i7-7500U/8GB/256GB/GeForc","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce GTX 930MX","Windows","10","2.3kg","787,00","3650","1335"
"Dell","Latitude 5580","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620","Windows","10","1.9kg","945,00","3412","944"
"Asus","X541NA (N4200/4GB/1TB/W10)","Notebook","15.6""","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Windows","10","2kg","449,00","2140","344"
"HP","EliteBook x360","2 in 1 Convertible","13.3""","Full HD / Touchscreen 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.28kg","2559,00","3638","944"
"Dell","Inspiron 5368","Notebook","13.3""","Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","1TB HDD","Intel HD Graphics 520","Windows","10","1.62kg","649,00","3024","863"
"Lenovo","IdeaPad 110-15ISK","Notebook","15.6""","Full HD 1920x1080","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","Intel HD Graphics 520","No OS",,"2.2kg","469,00","2273","863"
"Lenovo","ThinkPad E570","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows","10","2.3kg","850,66","3412","944"
"HP","EliteBook 850","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","256GB SSD","AMD Radeon R7 M465","Windows","10","1.84kg","1349,00","3735","1202"
"Toshiba","Portege X30-D-10X","Notebook","13.3""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows","10","1.05kg","1285,00","3412","944"
"Lenovo","Legion Y520-15IKBN","Gaming","15.6""","IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050","No OS",,"2.5kg","1017,00","5118","5103"
"Dell","XPS 13","Ultrabook","13.3""","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7660U 2.5GHz","16GB","512GB SSD","Intel Iris Plus Graphics 640","Windows","10","1.29kg","2240,00","4115","1331"
"HP","Probook 450","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows","10","2.07kg","910,00","3024","863"
"Toshiba","Port?g? Z30-C-188","Ultrabook","13.3""","1366x768","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows","10","1.2kg","1095,00","3024","863"
"Lenovo","ThinkPad Yoga","2 in 1 Convertible","13.3""","IPS Panel Full HD / Touchscreen 1920x108","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.37kg","1950,00","3650","944"
"Acer","TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD","Notebook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.56kg","902,00","3412","944"
"Dell","Precision 3520","Workstation","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia Quadro M620","Windows","10","2.23kg","1778,00","6954","2805"
"Lenovo","ThinkPad L570","Notebook","15.6""","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows","10","2.38kg","1055,00","3412","944"
"Lenovo","IdeaPad 110-15ISK","Notebook","15.6""","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","1TB HDD","AMD Radeon R5 M430","No OS",,"2.2kg","479,00","2273","649"
"Toshiba","Tecra A50-D-11D","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","2.0kg","1388,00","3650","944"
"Lenovo","Thinkpad 13","Notebook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","1GB SSD","Intel HD Graphics 620","Windows","10","1.44kg","735,00","2710","944"
"Samsung","Notebook 9","Ultrabook","15.0""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","Nvidia GeForce 940MX","Windows","10","1.23kg","1849,00","3650","1510"
"Dell","Latitude 7280","Ultrabook","12.5""","Full HD 1920x1080","Intel Core i7 7600U 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.6kg","1690,00","3638","944"
"Asus","X541NA-GO121 (N4200/4GB/1TB/Linux)","Notebook","15.6""","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","1TB HDD","Intel HD Graphics 505","Linux",,"2kg","398,99","2140","344"
"Xiaomi","Mi Notebook","Ultrabook","13.3""","IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Nvidia GeForce 940MX","Windows","10","1.28kg","935,00","3024","1510"
"Dell","Vostro 5568","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD +  1TB HDD","Nvidia GeForce 940MX","Windows","10","2.18kg","912,50","3412","1510"
"HP","ProBook 450","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows","10","2.04kg","839,00","3412","944"
"HP","EliteBook x360","2 in 1 Convertible","13.3""","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.28kg","1700,00","3412","944"
"HP","Pavilion x360","2 in 1 Convertible","15.6""","Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows","10","2.3kg","684,80","3412","944"
"Asus","VivoBook L402NA","Notebook","14.1""","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","32GB Flash Storage","Intel HD Graphics 500","Windows","10","1.65kg","348,00","1131","297"
"Lenovo","IdeaPad 510-15ISK","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Windows","10","2.2kg","669,00","3276","1510"
"Dell","Inspiron 3552","Notebook","15.6""","1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Windows","10","2.2kg","369,00","1351","919"
"HP","EliteBook x360","2 in 1 Convertible","13.3""","Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.28kg","1799,00","3412","944"
"Dell","Vostro 3568","Notebook","15.6""","1366x768","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","AMD Radeon R5 M420X","Linux",,"2.18kg","455,70","2273","463"
"Asus","Rog GL753VD-GC082T","Gaming","17.3""","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","12GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows","10","2.2kg","1369,90","5118","5103"
"Acer","Chromebook C731-C78G","Netbook","11.6""","IPS Panel 1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Chrome OS",,"1.25kg","297,00","660","452"
"Lenovo","IdeaPad 110-17ACL","Notebook","17.3""","1600x900","AMD A4-Series 7210 2.2GHz","4GB","500GB HDD","AMD Radeon R3","Windows","10","2.8kg","379,00","1670","301"
"HP","Probook 640","Notebook","14.0""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows","10","1.95kg","1265,00","3412","944"
"HP","Envy x360","2 in 1 Convertible","13.3""","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz","16GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.42kg","1399,00","3650","944"
"Samsung","Notebook 9","Ultrabook","15.0""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.17kg","1699,00","3650","944"
"Lenovo","ThinkPad T470s","Ultrabook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.32kg","1799,00","3412","944"
"MSI","GS73VR Stealth","Gaming","17.3""","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz","16GB","512GB SSD +  2TB HDD","Nvidia GeForce GTX 1060","Windows","10","2.43kg","2649,00","6550","8161"
"Toshiba","Portege X30-D-10V","Notebook","13.3""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.05kg","1475,00","3412","944"
"Dell","Inspiron 7567","Gaming","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","1TB HDD","Nvidia GeForce GTX 1050Ti","Linux",,"2.62kg","929,00","6954","5919"
"HP","ProBook 450","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 930MX","Windows","10","2.04kg","900,00","3650","1309"
"Dell","Vostro 3568","Notebook","15.6""","1366x768","Intel Core i3 6006U 2.0GHz","4GB","1TB HDD","AMD Radeon R5 M420X","Windows","10","2.18kg","614,00","2273","463"
"Dell","Latitude 5580","Notebook","15.6""","Full HD 1920x1080","Intel Core i5 7300U 2.6GHz","8GB","500GB HDD","Intel HD Graphics 620","Windows","10","1.9kg","935,00","3735","944"
"Dell","XPS 13","2 in 1 Convertible","13.3""","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7Y75 1.3GHz","8GB","512GB SSD","Intel HD Graphics 615","Windows","10","1.24kg","2013,10","2629","725"
"Asus","G701VO-IH74K (i7-6820HK/32GB/2x","Gaming","17.3""","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","32GB","256GB SSD +  256GB SSD","Nvidia GeForce GTX 980M","Windows","10","3.58kg","1279,00","6917","7324"
"Dell","XPS 13","2 in 1 Convertible","13.3""","Full HD / Touchscreen 1920x1080","Intel Core i7 7Y75 1.3GHz","16GB","256GB SSD","Intel HD Graphics 615","Windows","10","1.22kg","1649,00","2629","725"
"Lenovo","ThinkPad X1","Ultrabook","14.0""","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB Flash Storage","Intel HD Graphics 620","Windows","10","1.13kg","2049,00","3650","944"
"Lenovo","ThinkPad T570","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.95kg","1962,99","3412","944"
"LG","Gram 15Z970","Ultrabook","15.6""","IPS Panel Full HD / Touchscreen 1920x108","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.08kg","2099,00","3650","944"
"HP","Elitebook 820","Netbook","12.5""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows","10","1.26kg","1483,00","3650","944"
"Acer","Chromebook CB5-571-C1DZ","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Celeron Dual Core 3205U 1.5GHz","4GB","16GB Flash Storage","Intel HD Graphics","Chrome OS",,"2.20kg","359,00","918","919"
"Lenovo","IdeaPad Y700-15ISK","Notebook","15.6""","IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows","10","2.6kg","789,00","4687","3444"
"LG","Gram 14Z970","Ultrabook","14.0""","IPS Panel Full HD / Touchscreen 1920x108","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows","10","0.98kg","1899,00","3650","944"
"Dell","Latitude 5480","Notebook","14.0""","Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.6kg","1205,00","5493","944"
"HP","Elitebook Folio","Ultrabook","12.5""","4K Ultra HD / Touchscreen 3840x2160","Intel Core M 6Y75 1.2GHz","8GB","240GB SSD","Intel HD Graphics 515","Windows","10","1.09kg","3100,00","2305","620"
"Lenovo","IdeaPad 510-15IKB","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","6GB","256GB SSD","Nvidia GeForce 940MX","Windows","10","2.2kg","789,00","3650","1510"
"HP","ProBook 450","Notebook","15.6""","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows","10","2.04kg","1018,99","3650","1309"
"Acer","Aspire E5-575","Notebook","15.6""","Full HD 1920x1080","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows","10","2.4kg","499,00","2710","944"
"Lenovo","ThinkPad 13","Notebook","13.3""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows","10","1.44kg","881,00","3412","944"
"HP","Probook 430","Notebook","13.3""","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows","10","1.49kg","960,00","3412","944"
"MSI","GE72VR 6RF","Gaming","17.3""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows","10","2.7kg","1599,00","6954","5919"
"Dell","Inspiron 7567","Gaming","15.6""","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows","10","2.6kg","1349,00","6954","5919"
"MSI","GL62M 7RD","Gaming","15.6""","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows","10","2.2kg","1119,91","5118","5103"
"Dell","Vostro 3568","Notebook","15.6""","1366x768","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","AMD Radeon R5 M420","Windows","10","2.18kg","684,99","3412","463"
